Ordem,OS,OS UNICA,FINAL,EQUIPE,RESPONSAVEL,CANAL,STATUS,CODIGO/CLIENTE,PRODUTO,QTD,DATA DE ENTREGA,SEMANA NO ANO,MES ENTREGA,ANO ENTREGA,ANO-MES entrega,CATEGORIA CONVERSOR,QUANTIDADE PONDERADA,FAMILIA
3107,12402-2,12402,2,EQ-7,BIA,SITE,ENTREGA TOTAL,3877,CADERNO ESPIRAL KRAFT PAUTADO 17X24 RELICÁRIO,13,01/09/2023,2023-36,9,2023,2023-09,Wire-o Simples,13,Kraft
3108,12402-3,12402,3,EQ-7,BIA,LOJA,ENTREGA TOTAL,3877,CADERNO ESPIRAL KRAFT PAUTADO 17X24 RELICÁRIO,10,25/08/2023,2023-35,8,2023,2023-08,Wire-o Simples,10,Kraft
3109,12403-1,12403,1,EQ-4,ROSE,ATACADO,ENTREGA TOTAL,3990,CADERNO ESPIRAL MELISSA PAUTADO 17X24 ONÇA,300,25/08/2023,2023-35,8,2023,2023-08,Wire-o Simples,300,Melissa
3110,12403-1,12403,1,EQ-4,ROSE,ATACADO,ENTREGA TOTAL,3990,CADERNO ESPIRAL MELISSA PAUTADO 17X24 ONÇA,60,25/08/2023,2023-35,8,2023,2023-08,Wire-o Simples,60,Melissa
3111,12403-2,12403,2,EQ-4,ROSE,SITE,ENTREGA TOTAL,3990,CADERNO ESPIRAL MELISSA PAUTADO 17X24 ONÇA,30,25/08/2023,2023-35,8,2023,2023-08,Wire-o Simples,30,Melissa
3112,12403-2,12403,2,EQ-4,ROSE,SITE,ENTREGA TOTAL,3990,CADERNO ESPIRAL MELISSA PAUTADO 17X24 ONÇA,27,25/08/2023,2023-35,8,2023,2023-08,Wire-o Simples,27,Melissa
3113,12403-3,12403,3,EQ-4,ROSE,LOJA,ENTREGA TOTAL,3990,CADERNO ESPIRAL MELISSA PAUTADO 17X24 ONÇA,10,28/08/2023,2023-36,8,2023,2023-08,Wire-o Simples,10,Melissa
3114,12403-3,12403,3,EQ-4,ROSE,LOJA,ENTREGA TOTAL,3990,CADERNO ESPIRAL MELISSA PAUTADO 17X24 ONÇA,9,28/08/2023,2023-36,8,2023,2023-08,Wire-o Simples,9,Melissa
3115,12404-1,12404,1,EQ-8,ELIANE,ATACADO,ENTREGA TOTAL,4737,CADERNO ESPIRAL PÓLEN PAUTADO 17X24 TROPICÁLIA AZUL,280,25/08/2023,2023-35,8,2023,2023-08,Wire-o Simples,280,Pólen
3116,12404-2,12404,2,EQ-8,ELIANE,SITE,ENTREGA TOTAL,4737,CADERNO ESPIRAL PÓLEN PAUTADO 17X24 TROPICÁLIA AZUL,21,25/08/2023,2023-35,8,2023,2023-08,Wire-o Simples,21,Pólen
3117,12404-3,12404,3,EQ-8,ELIANE,LOJA,ENTREGA TOTAL,4737,CADERNO ESPIRAL PÓLEN PAUTADO 17X24 TROPICÁLIA AZUL,10,25/08/2023,2023-35,8,2023,2023-08,Wire-o Simples,10,Pólen
3118,12404-3,12404,3,EQ-8,ELIANE,LOJA,ENTREGA TOTAL,4737,CADERNO ESPIRAL PÓLEN PAUTADO 17X24 TROPICÁLIA AZUL,19,25/08/2023,2023-35,8,2023,2023-08,Wire-o Simples,19,Pólen
3119,12405-1,12405,1,EQ-6,MARGO,ATACADO,ENTREGA TOTAL,2870,CADERNO ORGANIZADOR DUO ASTRAL PAUTADO & PONTADO 17X24 ESPAÇO TEMPO PRETO,219,29/08/2023,2023-36,8,2023,2023-08,Caderno organizador,438,Astral
3120,12405-1,12405,1,EQ-6,MARGO,ATACADO,ENTREGA TOTAL,2870,CADERNO ORGANIZADOR DUO ASTRAL PAUTADO & PONTADO 17X24 ESPAÇO TEMPO PRETO,60,31/08/2023,2023-36,8,2023,2023-08,Caderno organizador,120,Astral
3121,12405-1,12405,1,EQ-6,MARGO,ATACADO,ENTREGA TOTAL,2870,CADERNO ORGANIZADOR DUO ASTRAL PAUTADO & PONTADO 17X24 ESPAÇO TEMPO PRETO,1,05/09/2023,2023-37,9,2023,2023-09,Caderno organizador,2,Astral
3122,12405-2,12405,2,EQ-6,MARGO,SITE,ENTREGA TOTAL,2870,CADERNO ORGANIZADOR DUO ASTRAL PAUTADO & PONTADO 17X24 ESPAÇO TEMPO PRETO,9,29/08/2023,2023-36,8,2023,2023-08,Caderno organizador,18,Astral
3123,12405-2,12405,2,EQ-6,MARGO,SITE,ENTREGA TOTAL,2870,CADERNO ORGANIZADOR DUO ASTRAL PAUTADO & PONTADO 17X24 ESPAÇO TEMPO PRETO,8,31/08/2023,2023-36,8,2023,2023-08,Caderno organizador,16,Astral
3124,12405-3,12405,3,EQ-6,MARGO,LOJA,ENTREGA TOTAL,2870,CADERNO ORGANIZADOR DUO ASTRAL PAUTADO & PONTADO 17X24 ESPAÇO TEMPO PRETO,13,29/08/2023,2023-36,8,2023,2023-08,Caderno organizador,26,Astral
3125,12405-3,12405,3,EQ-6,MARGO,LOJA,ENTREGA TOTAL,2870,CADERNO ORGANIZADOR DUO ASTRAL PAUTADO & PONTADO 17X24 ESPAÇO TEMPO PRETO,12,31/08/2023,2023-36,8,2023,2023-08,Caderno organizador,24,Astral
3126,12406-1,12406,1,EQ-6,MARGO,ATACADO,ENTREGA TOTAL,2900,CADERNO ORGANIZADOR DUO ASTRAL PAUTADO & PONTADO A5 ESPAÇO TEMPO BRANCO,158,29/08/2023,2023-36,8,2023,2023-08,Caderno organizador,316,Astral
3127,12406-1,12406,1,EQ-6,MARGO,ATACADO,ENTREGA TOTAL,2900,CADERNO ORGANIZADOR DUO ASTRAL PAUTADO & PONTADO A5 ESPAÇO TEMPO BRANCO,146,05/09/2023,2023-37,9,2023,2023-09,Caderno organizador,292,Astral
3128,12406-2,12406,2,EQ-6,MARGO,SITE,ENTREGA TOTAL,2900,CADERNO ORGANIZADOR DUO ASTRAL PAUTADO & PONTADO A5 ESPAÇO TEMPO BRANCO,9,29/08/2023,2023-36,8,2023,2023-08,Caderno organizador,18,Astral
3129,12406-2,12406,2,EQ-6,MARGO,SITE,ENTREGA TOTAL,2900,CADERNO ORGANIZADOR DUO ASTRAL PAUTADO & PONTADO A5 ESPAÇO TEMPO BRANCO,8,05/09/2023,2023-37,9,2023,2023-09,Caderno organizador,16,Astral
3130,12406-3,12406,3,EQ-6,MARGO,LOJA,ENTREGA TOTAL,2900,CADERNO ORGANIZADOR DUO ASTRAL PAUTADO & PONTADO A5 ESPAÇO TEMPO BRANCO,13,29/08/2023,2023-36,8,2023,2023-08,Caderno organizador,26,Astral
3131,12406-3,12406,3,EQ-6,MARGO,LOJA,ENTREGA TOTAL,2900,CADERNO ORGANIZADOR DUO ASTRAL PAUTADO & PONTADO A5 ESPAÇO TEMPO BRANCO,12,05/09/2023,2023-37,9,2023,2023-09,Caderno organizador,24,Astral
3132,12407-1,12407,1,EQ-6,MARGO,ATACADO,ENTREGA TOTAL,3662,CADERNO ORGANIZADOR DUO JÓIA NATURAL PAUTADO & PONTADO A5 INSECTA NOITE,158,29/08/2023,2023-36,8,2023,2023-08,Caderno organizador,316,Jóia Natural
3133,12407-1,12407,1,EQ-6,MARGO,ATACADO,ENTREGA TOTAL,3662,CADERNO ORGANIZADOR DUO JÓIA NATURAL PAUTADO & PONTADO A5 INSECTA NOITE,166,05/09/2023,2023-37,9,2023,2023-09,Caderno organizador,332,Jóia Natural
3134,12407-2,12407,2,EQ-6,MARGO,SITE,ENTREGA TOTAL,3662,CADERNO ORGANIZADOR DUO JÓIA NATURAL PAUTADO & PONTADO A5 INSECTA NOITE,9,29/08/2023,2023-36,8,2023,2023-08,Caderno organizador,18,Jóia Natural
3135,12407-2,12407,2,EQ-6,MARGO,SITE,ENTREGA TOTAL,3662,CADERNO ORGANIZADOR DUO JÓIA NATURAL PAUTADO & PONTADO A5 INSECTA NOITE,8,05/09/2023,2023-37,9,2023,2023-09,Caderno organizador,16,Jóia Natural
3136,12407-3,12407,3,EQ-6,MARGO,LOJA,ENTREGA TOTAL,3662,CADERNO ORGANIZADOR DUO JÓIA NATURAL PAUTADO & PONTADO A5 INSECTA NOITE,13,29/08/2023,2023-36,8,2023,2023-08,Caderno organizador,26,Jóia Natural
3137,12407-3,12407,3,EQ-6,MARGO,LOJA,ENTREGA TOTAL,3662,CADERNO ORGANIZADOR DUO JÓIA NATURAL PAUTADO & PONTADO A5 INSECTA NOITE,12,05/09/2023,2023-37,9,2023,2023-09,Caderno organizador,24,Jóia Natural
3138,12408-1,12408,1,EQ-6,MARGO,ATACADO,ENTREGA TOTAL,3907,CADERNO ORGANIZADOR DUO KRAFT PAUTADO & PONTADO 17X24 LINHA E PONTO,158,29/08/2023,2023-36,8,2023,2023-08,Caderno organizador,316,Kraft
3139,12408-1,12408,1,EQ-6,MARGO,ATACADO,ENTREGA TOTAL,3907,CADERNO ORGANIZADOR DUO KRAFT PAUTADO & PONTADO 17X24 LINHA E PONTO,61,31/08/2023,2023-36,8,2023,2023-08,Caderno organizador,122,Kraft
3140,12408-2,12408,2,EQ-6,MARGO,SITE,ENTREGA TOTAL,3907,CADERNO ORGANIZADOR DUO KRAFT PAUTADO & PONTADO 17X24 LINHA E PONTO,9,29/08/2023,2023-36,8,2023,2023-08,Caderno organizador,18,Kraft
3141,12408-2,12408,2,EQ-6,MARGO,SITE,ENTREGA TOTAL,3907,CADERNO ORGANIZADOR DUO KRAFT PAUTADO & PONTADO 17X24 LINHA E PONTO,8,31/08/2023,2023-36,8,2023,2023-08,Caderno organizador,16,Kraft
3142,12408-2,12408,2,EQ-6,MARGO,SITE,ENTREGA TOTAL,3907,CADERNO ORGANIZADOR DUO KRAFT PAUTADO & PONTADO 17X24 LINHA E PONTO,9,05/09/2023,2023-37,9,2023,2023-09,Caderno organizador,18,Kraft
3143,12408-3,12408,3,EQ-6,MARGO,LOJA,ENTREGA TOTAL,3907,CADERNO ORGANIZADOR DUO KRAFT PAUTADO & PONTADO 17X24 LINHA E PONTO,13,29/08/2023,2023-36,8,2023,2023-08,Caderno organizador,26,Kraft
3144,12408-3,12408,3,EQ-6,MARGO,LOJA,ENTREGA TOTAL,3907,CADERNO ORGANIZADOR DUO KRAFT PAUTADO & PONTADO 17X24 LINHA E PONTO,12,31/08/2023,2023-36,8,2023,2023-08,Caderno organizador,24,Kraft
3145,12409-1,12409,1,EQ-6,MARGO,ATACADO,ENTREGA TOTAL,3914,CADERNO ORGANIZADOR DUO KRAFT PAUTADO & PONTADO A5 RELICÁRIO,52,29/08/2023,2023-36,8,2023,2023-08,Caderno organizador,104,Kraft
3146,12409-1,12409,1,EQ-6,MARGO,ATACADO,ENTREGA TOTAL,3914,CADERNO ORGANIZADOR DUO KRAFT PAUTADO & PONTADO A5 RELICÁRIO,110,05/09/2023,2023-37,9,2023,2023-09,Caderno organizador,220,Kraft
3147,12409-2,12409,2,EQ-6,MARGO,SITE,ENTREGA TOTAL,3914,CADERNO ORGANIZADOR DUO KRAFT PAUTADO & PONTADO A5 RELICÁRIO,9,29/08/2023,2023-36,8,2023,2023-08,Caderno organizador,18,Kraft
3148,12409-2,12409,2,EQ-6,MARGO,SITE,ENTREGA TOTAL,3914,CADERNO ORGANIZADOR DUO KRAFT PAUTADO & PONTADO A5 RELICÁRIO,8,05/09/2023,2023-37,9,2023,2023-09,Caderno organizador,16,Kraft
3149,12409-3,12409,3,EQ-6,MARGO,LOJA,ENTREGA TOTAL,3914,CADERNO ORGANIZADOR DUO KRAFT PAUTADO & PONTADO A5 RELICÁRIO,13,29/08/2023,2023-36,8,2023,2023-08,Caderno organizador,26,Kraft
3150,12409-3,12409,3,EQ-6,MARGO,LOJA,ENTREGA TOTAL,3914,CADERNO ORGANIZADOR DUO KRAFT PAUTADO & PONTADO A5 RELICÁRIO,12,05/09/2023,2023-37,9,2023,2023-09,Caderno organizador,24,Kraft
3151,12410-1,12410,1,EQ-6,MARGO,ATACADO,ENTREGA TOTAL,4003,CADERNO ORGANIZADOR DUO MELISSA PAUTADO & PONTADO 17X24 FAVO DE ABELHAS,398,29/08/2023,2023-36,8,2023,2023-08,Caderno organizador,796,Melissa
3152,12410-1,12410,1,EQ-6,MARGO,ATACADO,ENTREGA TOTAL,4003,CADERNO ORGANIZADOR DUO MELISSA PAUTADO & PONTADO 17X24 FAVO DE ABELHAS,80,31/08/2023,2023-36,8,2023,2023-08,Caderno organizador,160,Melissa
3153,12410-1,12410,1,EQ-6,MARGO,ATACADO,ENTREGA TOTAL,4003,CADERNO ORGANIZADOR DUO MELISSA PAUTADO & PONTADO 17X24 FAVO DE ABELHAS,8,05/09/2023,2023-37,9,2023,2023-09,Caderno organizador,16,Melissa
3154,12410-2,12410,2,EQ-6,MARGO,SITE,ENTREGA TOTAL,4003,CADERNO ORGANIZADOR DUO MELISSA PAUTADO & PONTADO 17X24 FAVO DE ABELHAS,9,29/08/2023,2023-36,8,2023,2023-08,Caderno organizador,18,Melissa
3155,12410-2,12410,2,EQ-6,MARGO,SITE,ENTREGA TOTAL,4003,CADERNO ORGANIZADOR DUO MELISSA PAUTADO & PONTADO 17X24 FAVO DE ABELHAS,8,31/08/2023,2023-36,8,2023,2023-08,Caderno organizador,16,Melissa
3156,12410-3,12410,3,EQ-6,MARGO,LOJA,ENTREGA TOTAL,4003,CADERNO ORGANIZADOR DUO MELISSA PAUTADO & PONTADO 17X24 FAVO DE ABELHAS,13,29/08/2023,2023-36,8,2023,2023-08,Caderno organizador,26,Melissa
3157,12410-3,12410,3,EQ-6,MARGO,LOJA,ENTREGA TOTAL,4003,CADERNO ORGANIZADOR DUO MELISSA PAUTADO & PONTADO 17X24 FAVO DE ABELHAS,12,31/08/2023,2023-36,8,2023,2023-08,Caderno organizador,24,Melissa
3158,12411-1,12411,1,EQ-6,MARGO,ATACADO,ENTREGA TOTAL,4034,CADERNO ORGANIZADOR DUO MELISSA PAUTADO & PONTADO A5 COLMÉIA,325,29/08/2023,2023-36,8,2023,2023-08,Caderno organizador,650,Melissa
3159,12411-1,12411,1,EQ-6,MARGO,ATACADO,ENTREGA TOTAL,4034,CADERNO ORGANIZADOR DUO MELISSA PAUTADO & PONTADO A5 COLMÉIA,80,05/09/2023,2023-37,9,2023,2023-09,Caderno organizador,160,Melissa
3160,12411-2,12411,2,EQ-6,MARGO,SITE,ENTREGA TOTAL,4034,CADERNO ORGANIZADOR DUO MELISSA PAUTADO & PONTADO A5 COLMÉIA,9,29/08/2023,2023-36,8,2023,2023-08,Caderno organizador,18,Melissa
3161,12411-2,12411,2,EQ-6,MARGO,SITE,ENTREGA TOTAL,4034,CADERNO ORGANIZADOR DUO MELISSA PAUTADO & PONTADO A5 COLMÉIA,8,05/09/2023,2023-37,9,2023,2023-09,Caderno organizador,16,Melissa
3162,12411-3,12411,3,EQ-6,MARGO,LOJA,ENTREGA TOTAL,4034,CADERNO ORGANIZADOR DUO MELISSA PAUTADO & PONTADO A5 COLMÉIA,13,29/08/2023,2023-36,8,2023,2023-08,Caderno organizador,26,Melissa
3163,12411-3,12411,3,EQ-6,MARGO,LOJA,ENTREGA TOTAL,4034,CADERNO ORGANIZADOR DUO MELISSA PAUTADO & PONTADO A5 COLMÉIA,12,05/09/2023,2023-37,9,2023,2023-09,Caderno organizador,24,Melissa
3164,12412-1,12412,1,EQ-6,MARGO,ATACADO,ENTREGA TOTAL,4379,CADERNO ORGANIZADOR DUO PÁSSAROS PAUTADO & PONTADO A5 FLORESTA TROPICAL BRANCO,153,29/08/2023,2023-36,8,2023,2023-08,Caderno organizador,306,Pássaros
3165,12412-1,12412,1,EQ-6,MARGO,ATACADO,ENTREGA TOTAL,4379,CADERNO ORGANIZADOR DUO PÁSSAROS PAUTADO & PONTADO A5 FLORESTA TROPICAL BRANCO,130,05/09/2023,2023-37,9,2023,2023-09,Caderno organizador,260,Pássaros
3166,12412-2,12412,2,EQ-6,MARGO,SITE,ENTREGA TOTAL,4379,CADERNO ORGANIZADOR DUO PÁSSAROS PAUTADO & PONTADO A5 FLORESTA TROPICAL BRANCO,9,29/08/2023,2023-36,8,2023,2023-08,Caderno organizador,18,Pássaros
3167,12412-2,12412,2,EQ-6,MARGO,SITE,ENTREGA TOTAL,4379,CADERNO ORGANIZADOR DUO PÁSSAROS PAUTADO & PONTADO A5 FLORESTA TROPICAL BRANCO,8,05/09/2023,2023-37,9,2023,2023-09,Caderno organizador,16,Pássaros
3168,12412-3,12412,3,EQ-6,MARGO,LOJA,ENTREGA TOTAL,4379,CADERNO ORGANIZADOR DUO PÁSSAROS PAUTADO & PONTADO A5 FLORESTA TROPICAL BRANCO,13,29/08/2023,2023-36,8,2023,2023-08,Caderno organizador,26,Pássaros
3169,12412-3,12412,3,EQ-6,MARGO,LOJA,ENTREGA TOTAL,4379,CADERNO ORGANIZADOR DUO PÁSSAROS PAUTADO & PONTADO A5 FLORESTA TROPICAL BRANCO,12,05/09/2023,2023-37,9,2023,2023-09,Caderno organizador,24,Pássaros
3170,12413-1,12413,1,EQ-6,MARGO,ATACADO,ENTREGA TOTAL,4546,CADERNO ORGANIZADOR DUO PASTEL BLOCK SPORT PAUTADO & PONTADO 17X24 LISTRAS,249,29/08/2023,2023-36,8,2023,2023-08,Caderno organizador,498,Pastel Block Sport
3171,12413-1,12413,1,EQ-6,MARGO,ATACADO,ENTREGA TOTAL,4546,CADERNO ORGANIZADOR DUO PASTEL BLOCK SPORT PAUTADO & PONTADO 17X24 LISTRAS,70,31/08/2023,2023-36,8,2023,2023-08,Caderno organizador,140,Pastel Block Sport
3172,12413-2,12413,2,EQ-6,MARGO,SITE,ENTREGA TOTAL,4546,CADERNO ORGANIZADOR DUO PASTEL BLOCK SPORT PAUTADO & PONTADO 17X24 LISTRAS,9,29/08/2023,2023-36,8,2023,2023-08,Caderno organizador,18,Pastel Block Sport
3173,12413-2,12413,2,EQ-6,MARGO,SITE,ENTREGA TOTAL,4546,CADERNO ORGANIZADOR DUO PASTEL BLOCK SPORT PAUTADO & PONTADO 17X24 LISTRAS,8,31/08/2023,2023-36,8,2023,2023-08,Caderno organizador,16,Pastel Block Sport
3174,12413-3,12413,3,EQ-6,MARGO,LOJA,ENTREGA TOTAL,4546,CADERNO ORGANIZADOR DUO PASTEL BLOCK SPORT PAUTADO & PONTADO 17X24 LISTRAS,13,29/08/2023,2023-36,8,2023,2023-08,Caderno organizador,26,Pastel Block Sport
3175,12413-3,12413,3,EQ-6,MARGO,LOJA,ENTREGA TOTAL,4546,CADERNO ORGANIZADOR DUO PASTEL BLOCK SPORT PAUTADO & PONTADO 17X24 LISTRAS,12,31/08/2023,2023-36,8,2023,2023-08,Caderno organizador,24,Pastel Block Sport
3176,12414-1,12414,1,EQ-6,MARGO,ATACADO,ENTREGA TOTAL,4553,CADERNO ORGANIZADOR DUO PASTEL BLOCK SPORT PAUTADO & PONTADO A5 SPORT,164,29/08/2023,2023-36,8,2023,2023-08,Caderno organizador,328,Pastel Block Sport
3177,12414-1,12414,1,EQ-6,MARGO,ATACADO,ENTREGA TOTAL,4553,CADERNO ORGANIZADOR DUO PASTEL BLOCK SPORT PAUTADO & PONTADO A5 SPORT,160,05/09/2023,2023-37,9,2023,2023-09,Caderno organizador,320,Pastel Block Sport
3178,12414-2,12414,2,EQ-6,MARGO,SITE,ENTREGA TOTAL,4553,CADERNO ORGANIZADOR DUO PASTEL BLOCK SPORT PAUTADO & PONTADO A5 SPORT,9,29/08/2023,2023-36,8,2023,2023-08,Caderno organizador,18,Pastel Block Sport
3179,12414-2,12414,2,EQ-6,MARGO,SITE,ENTREGA TOTAL,4553,CADERNO ORGANIZADOR DUO PASTEL BLOCK SPORT PAUTADO & PONTADO A5 SPORT,8,05/09/2023,2023-37,9,2023,2023-09,Caderno organizador,16,Pastel Block Sport
3180,12414-3,12414,3,EQ-6,MARGO,LOJA,ENTREGA TOTAL,4553,CADERNO ORGANIZADOR DUO PASTEL BLOCK SPORT PAUTADO & PONTADO A5 SPORT,13,29/08/2023,2023-36,8,2023,2023-08,Caderno organizador,26,Pastel Block Sport
3181,12414-3,12414,3,EQ-6,MARGO,LOJA,ENTREGA TOTAL,4553,CADERNO ORGANIZADOR DUO PASTEL BLOCK SPORT PAUTADO & PONTADO A5 SPORT,12,05/09/2023,2023-37,9,2023,2023-09,Caderno organizador,24,Pastel Block Sport
3182,12415-1,12415,1,EQ-6,MARGO,ATACADO,ENTREGA TOTAL,4799,CADERNO ORGANIZADOR DUO PÓLEN PAUTADO & PONTADO 17X24 TROPICÁLIA PRETO,209,29/08/2023,2023-36,8,2023,2023-08,Caderno organizador,418,Pólen
3183,12415-1,12415,1,EQ-6,MARGO,ATACADO,ENTREGA TOTAL,4799,CADERNO ORGANIZADOR DUO PÓLEN PAUTADO & PONTADO 17X24 TROPICÁLIA PRETO,70,31/08/2023,2023-36,8,2023,2023-08,Caderno organizador,140,Pólen
3184,12415-2,12415,2,EQ-6,MARGO,SITE,ENTREGA TOTAL,4799,CADERNO ORGANIZADOR DUO PÓLEN PAUTADO & PONTADO 17X24 TROPICÁLIA PRETO,9,29/08/2023,2023-36,8,2023,2023-08,Caderno organizador,18,Pólen
3185,12415-2,12415,2,EQ-6,MARGO,SITE,ENTREGA TOTAL,4799,CADERNO ORGANIZADOR DUO PÓLEN PAUTADO & PONTADO 17X24 TROPICÁLIA PRETO,8,31/08/2023,2023-36,8,2023,2023-08,Caderno organizador,16,Pólen
3186,12415-3,12415,3,EQ-6,MARGO,LOJA,ENTREGA TOTAL,4799,CADERNO ORGANIZADOR DUO PÓLEN PAUTADO & PONTADO 17X24 TROPICÁLIA PRETO,13,29/08/2023,2023-36,8,2023,2023-08,Caderno organizador,26,Pólen
3187,12415-3,12415,3,EQ-6,MARGO,LOJA,ENTREGA TOTAL,4799,CADERNO ORGANIZADOR DUO PÓLEN PAUTADO & PONTADO 17X24 TROPICÁLIA PRETO,12,31/08/2023,2023-36,8,2023,2023-08,Caderno organizador,24,Pólen
3188,12416-1,12416,1,EQ-FIN,MANU,ATACADO,ENTREGA TOTAL,8606,REFIL CADERNO CRIATIVO ARGOLADO OFFICE 40FLS POLEN 80G PONTADO A5,400,11/08/2023,2023-33,8,2023,2023-08,Refil,120,Refil
3189,12416-2,12416,2,EQ-FIN,MANU,SITE,ENTREGA TOTAL,8606,REFIL CADERNO CRIATIVO ARGOLADO OFFICE 40FLS POLEN 80G PONTADO A5,20,11/08/2023,2023-33,8,2023,2023-08,Refil,6,Refil
3190,12417-1,12417,1,EQ-FIN,MANU,ATACADO,ENTREGA TOTAL,8613,REFIL CADERNO CRIATIVO ARGOLADO OFFICE 40FLS POLEN 80G QUADRICULADO A5,300,11/08/2023,2023-33,8,2023,2023-08,Refil,90,Refil
3191,12417-2,12417,2,EQ-FIN,MANU,SITE,ENTREGA TOTAL,8613,REFIL CADERNO CRIATIVO ARGOLADO OFFICE 40FLS POLEN 80G QUADRICULADO A5,200,11/08/2023,2023-33,8,2023,2023-08,Refil,60,Refil
3192,12418-1,12418,1,EQ-FIN,MANU,ATACADO,ENTREGA TOTAL,8583,REFIL CADERNO CRIATIVO ARGOLADO OFFICE 40FLS POLEN 80G SEM PAUTA A5,150,11/08/2023,2023-33,8,2023,2023-08,Refil,45,Refil
3193,12419-1,12419,1,EQ-FIN,MANU,PERSONALIZADO,ENTREGA TOTAL,P42,CICEROS LEVE$14X21$COURO SINTETICO,50,14/08/2023,2023-34,8,2023,2023-08,Brochura,50,
3194,12420-1,12420,1,EQ-FIN,MANU,PERSONALIZADO,ENTREGA TOTAL,P55,FICHA$17x12$POLICROMIA,50,15/08/2023,2023-34,8,2023,2023-08,Refil,15,
3195,12421-1,12421,1,EQ-1,CAIO,PERSONALIZADO,ENTREGA TOTAL,P119,PLANNER PERMANENTE CICEROS$14x21$POLICROMIA,25,28/08/2023,2023-36,8,2023,2023-08,Brochura,25,
3196,12421-2,12421,2,EQ-1,CAIO,PERSONALIZADO,ENTREGA TOTAL,P119,PLANNER PERMANENTE CICEROS$14x21$POLICROMIA,25,28/08/2023,2023-36,8,2023,2023-08,Brochura,25,
3197,12422-1,12422,1,EQ-6,MARGO,ATACADO,ENTREGA TOTAL,5093,REFIL CADERNO CRIATIVO ARGOLADO 40FLS PÓLEN 80G PAUTADO A6,480,24/08/2023,2023-35,8,2023,2023-08,Refil,144,Refil
3198,12422-2,12422,2,EQ-6,MARGO,SITE,ENTREGA TOTAL,5093,REFIL CADERNO CRIATIVO ARGOLADO 40FLS PÓLEN 80G PAUTADO A6,49,24/08/2023,2023-35,8,2023,2023-08,Refil,15,Refil
3199,12422-3,12422,3,EQ-6,MARGO,LOJA,ENTREGA TOTAL,5093,REFIL CADERNO CRIATIVO ARGOLADO 40FLS PÓLEN 80G PAUTADO A6,32,24/08/2023,2023-35,8,2023,2023-08,Refil,10,Refil
3200,12423-1,12423,1,EQ-6,MARGO,ATACADO,ENTREGA TOTAL,5109,REFIL CADERNO CRIATIVO ARGOLADO 40FLS PÓLEN 80G PONTADO A6,280,24/08/2023,2023-35,8,2023,2023-08,Refil,84,Refil
3201,12423-2,12423,2,EQ-6,MARGO,SITE,ENTREGA TOTAL,5109,REFIL CADERNO CRIATIVO ARGOLADO 40FLS PÓLEN 80G PONTADO A6,33,24/08/2023,2023-35,8,2023,2023-08,Refil,10,Refil
3202,12423-3,12423,3,EQ-6,MARGO,LOJA,ENTREGA TOTAL,5109,REFIL CADERNO CRIATIVO ARGOLADO 40FLS PÓLEN 80G PONTADO A6,33,24/08/2023,2023-35,8,2023,2023-08,Refil,10,Refil
3203,12424-1,12424,1,EQ-6,MARGO,ATACADO,ENTREGA TOTAL,5000,REFIL CADERNO CRIATIVO ARGOLADO 80 FLS PÓLEN 80G AGENDA PLANNER 2024 SEMANAL A5 C/ 12 DIVISÓRIAS,400,18/08/2023,2023-34,8,2023,2023-08,Refil,120,Refil
3204,12424-2,12424,2,EQ-6,MARGO,SITE,ENTREGA TOTAL,5000,REFIL CADERNO CRIATIVO ARGOLADO 80 FLS PÓLEN 80G AGENDA PLANNER 2024 SEMANAL A5 C/ 12 DIVISÓRIAS,17,18/08/2023,2023-34,8,2023,2023-08,Refil,5,Refil
3205,12424-3,12424,3,EQ-6,MARGO,LOJA,ENTREGA TOTAL,5000,REFIL CADERNO CRIATIVO ARGOLADO 80 FLS PÓLEN 80G AGENDA PLANNER 2024 SEMANAL A5 C/ 12 DIVISÓRIAS,10,18/08/2023,2023-34,8,2023,2023-08,Refil,3,Refil
3206,12425-1,12425,1,EQ-8,ELIANE,PERSONALIZADO,ENTREGA TOTAL,P40,CICEROS FLEX$14X21$COURO SINTETICO,400,06/09/2023,2023-37,9,2023,2023-09,Brochura,400,
3207,12426-1,12426,1,EQ-6,MARGO,ATACADO,ENTREGA TOTAL,5079,REFIL CADERNO ORGANIZADOR 40 FLS OFFSET 90G PAUTADO 17X24,800,25/08/2023,2023-35,8,2023,2023-08,Refil,240,Refil
3208,12426-1,12426,1,EQ-6,MARGO,ATACADO,ENTREGA TOTAL,5079,REFIL CADERNO ORGANIZADOR 40 FLS OFFSET 90G PAUTADO 17X24,607,29/08/2023,2023-36,8,2023,2023-08,Refil,182,Refil
3209,12426-2,12426,2,EQ-6,MARGO,SITE,ENTREGA TOTAL,5079,REFIL CADERNO ORGANIZADOR 40 FLS OFFSET 90G PAUTADO 17X24,20,25/08/2023,2023-35,8,2023,2023-08,Refil,6,Refil
3210,12426-2,12426,2,EQ-6,MARGO,SITE,ENTREGA TOTAL,5079,REFIL CADERNO ORGANIZADOR 40 FLS OFFSET 90G PAUTADO 17X24,21,03/11/2023,2023-45,11,2023,2023-01,Refil,6,Refil
